Series Name,"Series Code","Country Name","Country Code","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]"
Mobile cellular subscriptions,"IT.CEL.SETS","Belarus","BLR","0","0","0","0","324","1724","5897","6548","8167","12155","23457","49353","138329","462630","1118000","2239287","4099500","5960000","6960000","8128000","9686200","10332900","10694900","10676471","11114440","11401927","11448281","11439866","11415141","11619651","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Belgium","BEL","30791","42880","51420","61460","67771","128071","235258","478172","974494","1756287","3186602","5629000","7697000","8101777","8605834","9131705","9604695","9847375","10738121","11341704","11775240","12154041","12495934","12313375","12315217","12734724","12774090","12550821","11357286","11447351","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Belize","BLZ","0","0","0","0","400","832","1547","2184","2544","3535","6591","16812","39155","51729","60403","75000","96000","118000","118314","160032","161783","194201","222407","172423","174615","172300","211946","222928","239441","327629","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Benin","BEN","0","0","0","0","0","0","1050","2707","4295","6286","7269","55476","125000","218770","236175","459322","596267","1055727","2051776","3625366","5033349","7074914","7765206","8407846","9627447","8660432","9317955","8892490","8773044","9461872","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Bermuda","BMU","745","1112","1440","1936","3400","5127","6324","7980","10276","12572","12800","13000","13333","30000","40000","49000","52720","60100","69000","79000","85000","88200","NA","91000","94300","59491","38000","63891","64997","NA","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Bhutan","BTN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2255","19138","36000","82078","149439","253429","338938","394316","484189","560890","544337","624536","675747","698373","730623","703554","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Bolivia","BOL","0","0","295","1551","2659","4056","7229","33400","118433","239272","420344","582620","779917","1023333","1278844","1800789","2421402","2876143","3254410","5038600","6464390","7179293","8353273","9493207","10425704","10450341","10162829","10106216","10963224","11445830","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Bosnia and Herzegovina","BIH","0","0","0","0","0","0","0","1500","9000","25181","52607","93386","444711","748780","1074790","1407441","1594367","1887820","2450425","3179036","3257239","3110233","3171283","3357541","3488319","3491188","3443520","3404043","3440085","3461058","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Botswana","BWA","0","0","0","0","0","0","0","0","0","15190","92000","222190","332264","332264","444978","522840","563782","823070","1151761","1485791","1874101","2363411","2900263","3081726","3246787","3410507","3475327","3288986","3240589","3381228","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Brazil","BRA","0","667","6700","32000","182000","574009","1285533","2498154","4550000","7368218","15032698","23188171","28745769","34880964","46373266","65605000","86210336","99918621","120980103","150641403","169385584","196929978","234357507","248323703","271099799","280728796","257814274","244067356","218255041","207046810","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","British Virgin Islands","VGB","NA","0","NA","NA","NA","NA","NA","1200","NA","NA","NA","NA","NA","8000","NA","NA","NA","NA","20700","23000","47031","47524","46597","48703","53406","54764","57195","39689","44043","39954","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Brunei Darussalam","BRN","NA","1772","3025","4103","8304","15623","35881","43524","45000","49129","66000","95000","143004","153647","177365","202454","232900","301400","366138","398857","412882","435104","443161","469740","468814","452054","463384","523453","544732","565949","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Bulgaria","BGR","0","0","0","0","1000","6500","20920","26588","70000","127000","350000","738000","1550000","2597548","3500869","4729731","6244922","8253416","9897477","10429012","10454822","10199942","10475083","10780732","10486824","9486927","9194633","8973869","8532908","8387160","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Burkina Faso","BFA","0","0","0","0","0","0","0","525","1503","2730","5036","25245","76186","111013","238094","395939","633554","1016605","1858038","3024150","3823625","5707850","7682100","9976105","11240886","12494391","14446897","15404040","17946375","19339109","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Burundi","BDI","0","0","0","0","353","378","564","561","619","620","800","16320","33416","52000","64000","100560","153000","200000","270000","480584","920749","1678029","1914586","2247126","2536831","3193257","4997696","5357816","5920612","6317965","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Cabo Verde","CPV","0","0","0","0","0","0","0","0","20","1020","8068","19729","31507","42949","53342","65780","81721","108858","152212","277670","290621","371871","396429","425310","499458","613378","611468","601956","612259","610328","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Cambodia","KHM","0","0","0","0","4810","10239","14100","23098","33556","61345","89117","130547","223458","380000","498388","861500","1062000","1721650","2583318","4237000","6268000","8150764","13757000","19105115","20264514","20451982","20850543","19915503","18572973","19417123","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Cameroon","CMR","0","0","0","0","0","1600","2800","3500","4200","5000","6000","103279","417295","701507","1077000","1530868","2252508","3135946","4536000","6160893","8004120","8636652","10486614","13108058","15664666","17039059","18160667","18717503","20135388","18455836","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Canada","CAN","345178","583766","775831","1026611","1332982","1865779","2589780","3497779","4195000","5346000","6911038","8727000","10649000","11872000","13291000","15020000","17016600","18749100","20277400","22092500","23811900","25825400","26840000","27720000","28360000","28789000","29765000","30752000","31693000","33211401","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Cayman Islands","CYM","NA","0","559","988","1260","1813","2534","NA","4109","5170","8410","10700","17000","19000","21040","33800","80945","92559","101497","98313","108699","100568","96777","98834","98036","91059","93244","95656","96656","NA","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Central African Republic","CAF","0","0","0","0","0","0","44","1071","1370","1633","4162","4967","11000","12600","40000","60000","100000","110000","340000","570000","863641","979232","992444","1143114","1360300","1155620","1242494","1248346","1175389","1279261","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Chad","TCD","0","0","0","0","0","0","0","0","0","0","0","5500","22000","34200","65000","123000","210000","466088","918356","1600000","2281320","2875304","3665661","4402282","4561243","5251560","5465797","5585709","6368600","6984130","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Channel Islands","CHI","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Chile","CHL","4886","13921","36136","64438","85186","115691","197314","319474","409740","964248","2260687","3401525","5100783","6244310","7268281","9261385","10569572","12450801","13955202","14796593","16450223","19852242","22315248","23940973","23661339","23680718","23206353","23302603","23013147","25178981","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","China","CHN","9805","18319","47544","176943","638000","1568000","3629000","6853000","13233000","23863000","43296000","85260000","144820000","206005000","269953000","334824000","393406000","461058000","547306000","641245000","747214000","859003000","986253000","1112155000","1229113000","1286093000","1291984200","1364934000","1469882500","1649301700","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Colombia","COL","0","0","0","0","0","86805","274590","522857","1264763","1800229","1966535","2256801","3265261","4596594","6186206","10400578","21849993","29762715","33941118","41364753","42159613","44477653","46200421","49066359","50295114","55330272","57327470","58684924","62220014","64513977","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Comoros","COM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2000","8378","15523","36877","62104","91741","122596","165278","216438","283511","347500","383000","424786","454389","468914","498903","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Congo, Dem. Rep.","COD","0","0","0","NA","NA","NA","8500","7200","8900","10000","12000","15000","150000","560000","1246225","1990722","2746094","4415470","6592000","9937622","9458557","11820348","15644877","20092678","28231900","37102958","37752782","28889317","35375246","36470600","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Congo, Rep.","COG","0","0","0","0","0","0","0","1000","NA","3390","5000","70000","150000","221800","330000","383653","558192","917499","1287631","1807000","2948304","3718748","3884757","4283134","4659762","4930100","5216000","5424000","5056000","5000000","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Costa Rica","CRI","0","0","0","3008","4533","6985","18750","46531","64387","108770","138178","211614","326944","502478","778299","923084","1101305","1443717","1508219","1886570","1950318","3128372","4153067","5378082","7111981","7020412","7535599","8330664","8840342","8495585","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Cote d'Ivoire","CIV","0","0","0","0","0","0","0","13549","36000","91212","257134","472952","728545","1027058","1280696","1674332","2349439","4065421","7467708","10449036","13184308","15599044","17344242","18099532","19390902","22104575","25407610","27451250","31747233","33807850","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Croatia","HRV","0","240","2019","6320","11382","21664","33688","64943","120420","182500","295000","1033000","1755000","2312600","2537300","2835500","3649700","4395200","5034582","4554777","4675017","4928352","5115140","4971351","4721015","4461352","4415660","4414347","4315580","4388476","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Cuba","CUB","0","0","0","234","500","1152","1939","2427","2994","4056","5136","6536","8579","17851","35356","75797","135534","152715","198252","331736","621156","1003015","1315141","1681645","1995698","2530752","3335346","3987900","4613782","5373316","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Curacao","CUW","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","201097","204024","206294","204702","203502","192569","190489","186644","187184","186390","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Cyprus","CYP","1348","3156","5131","9739","15288","22938","44453","70781","91968","116429","151649","218324","314355","417933","551752","658234","782503","867785","988312","1016739","977521","1034071","1090944","1110935","1099621","1110802","1111123","1133780","1176801","1200378","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Czech Republic","CZE","0","0","1242","4651","14043","30429","48900","200315","526339","965476","1944553","4346009","6947151","8610177","9708683","10782567","11775878","12406199","13228631","13780165","13062617","12934100","13167700","13521900","13719300","13913100","12454575.01","12485045","12636359","12704262","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Denmark","DNK","123792","148220","175943","211063","357589","503500","822264","1316592","1444016","1931101","2628585","3363552","3960165","4477752","4767100","5166912","5449206","5828157","6308000","6556988","6833683","6420790","7173185","7292756","7031152","7160233","7079249","6985035","7132926","7197000","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Djibouti","DJI","0","0","0","0","0","0","0","110","203","220","280","230","3000","15000","23000","34482","44053","44817","69539","112848","128776","165613","193049","212468","244123","287049","314350","345246","373052","395037","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Dominica","DMA","0","0","0","0","0","0","0","461","556","650","800","1200","7710","12173","23786","41838","52000","71500","89000","91000","98500","105567","108924","109300","93575","73886","77254","78444","75230","75771","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Dominican Republic","DOM","NA","3166","5605","7190","10364","20990","55979","82547","141592","209384","424434","705431","1270082","1700609","2091914","2534063","3623289","4605659","5512859","7210483","8629815","8892783","8770780","8934196","9200410","8303536","8797247","8708131","8769127","8937647","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Ecuador","ECU","0","0","0","0","0","18920","54380","59779","126505","242812","383185","482213","859152","1560861","2398161","3544174","6246332","8485050","9939977","11684479","13241758","14780730","15332715","16456740","16626199","16605737","12943791","13882280","14651404","15772838","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Egypt, Arab Rep.","EGY","3619","4000","4500","4913","6877","7371","7368","7369","65378","90786","480974","1359900","2793800","4494700","5797530","7643060","13629602","18001106","30093673","41286662","55352233","70661005","83425145","96798801","99704976","95316034","94016152","97791441","102958194","93784497","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","El Salvador","SLV","0","0","0","0","1632","4868","13475","23270","40163","137114","511365","743628","857782","888818","1149790","1832579","2411753","3851611","6137381","6950703","7566245","7700336","8316150","8649000","8991899","9193342","9334132","9637259","9478044","9433495","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Equatorial Guinea","GNQ","0","0","0","0","0","0","0","61","300","297","600","5000","15000","32000","41500","61900","96900","120000","150000","180000","200000","399290","478860","501077","510783","516540","533336","575650","566113","591223","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Eritrea","ERI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20000","40438","61996","84348","108631","141130","185275","241939","305283","354844","417400","475000","506000","695000","NA","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Estonia","EST","0","0","570","2498","7224","13774","30452","69500","144200","247000","387000","557000","651200","881000","1050241","1255731","1445300","1658700","1681849","1624465","1570538","1652809","1806075","1999750","1927423","1897551","1903545","1897921","1904425","1924034","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Eswatini","SWZ","0","0","0","0","0","0","0","0","0","4700","14000","33000","55000","68000","85000","145000","200000","250000","380000","531643","664432","725802","766540","805000","893000","916800","941000","995000","1052000","NA","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Ethiopia","ETH","0","0","0","0","0","0","0","0","0","0","6740","17757","27500","50369","51324","155534","410630","866700","1208498","1954527","4051703","6854000","14126659","20523889","25646865","30490000","42311629","51224000","39600000","NA","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Faroe Islands","FRO","NA","0","1429","1718","1605","1960","2558","3265","4701","6516","10761","16971","24487","34737","38026","41298","42032","49965","52169","54860","56993","59446","58475","58722","57751","58282","53213","54487","56619","56792","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Fiji","FJI","0","0","0","0","0","1100","2200","3700","5200","8000","23380","55057","80933","89900","109882","142190","205000","284661","530048","600000","640000","697920","727000","858809","930406","876176","965950","1044685","1033915","NA","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Finland","FIN","190031","257872","319137","386021","489174","675565","1039126","1502003","2162574","2845985","3273433","3728625","4175587","4516772","4747126","4988000","5270000","5670000","6080000","6830000","7700000","8390000","8940000","9320000","7411200","7602600","7396200","7220100","7160000","7150000","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","France","FRA","178400","283200","375000","436700","572000","883000","1302496","2462700","5817300","11210100","21433500","29052360","36997400","38585300","41702000","44544000","48088000","51662000","55358100","57972000","57918000","57785000","59816000","62260000","63324000","65425000","66681000","67571000","69018000","70422000","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","French Polynesia","PYF","0","0","0","0","0","0","1150","2719","5427","11060","21929","39900","67300","52250","60100","96000","120000","152000","174847","187146","208261","215890","222827","227601","243395","255123","268334","280111","287839","302673","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Gabon","GAB","0","0","0","280","1200","2581","4000","6800","9500","9694","8891","120000","150000","279289","300000","489367","736690","897987","1169000","1300000","1450000","1610000","2370227","2557728","2745229","2932731","2821555","2962486","2663243","2930554","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Gambia, The","GMB","0","0","0","204","457","812","1442","3096","4734","5048","5307","5600","55085","100000","149300","175000","247478","404345","800371","1166136","1312874","1478347","1401163","1526191","1848854","2283691","2715672","2838127","2966000","3181393","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Georgia","GEO","0","0","0","0","0","0","150","2300","30000","60000","133243","194741","301327","503619","711224","840645","1174308","1703888","2599714","2755087","2837000","3978242","4430344","4698582","4993119","5400766","5550730","5531875","5502395","5459239","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Germany","DEU","163619","272609","532251","971890","1774378","2490500","3725000","5512000","8276000","13913000","23446000","48202000","56126000","59128000","64800000","71322000","79271000","85652000","96232925","105523065","105000000","88400000","90900000","92400000","100034000","99530000","96360000","103470000","109700000","107500000","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Ghana","GHA","0","0","0","400","1742","3336","6200","12766","21866","41753","70026","130045","243797","386775","795529","1695000","2874560","5207242","7604053","11570430","15108916","17436949","21165843","25618427","28026482","30360771","35008387","38305078","36751761","40934875","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Gibraltar","GIB","0","0","0","0","0","0","660","1002","1620","2445","3648","5558","9797","12167","15900","18392","20000","22000","24000","26000","28600","30000","32500","34750","NA","38000","41441","41136","41035","41045","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Greece","GRC","0","0","0","0","48000","153000","273000","532000","937700","2047000","3904000","5932403","7963742","9314260","8936202","9324335","10260396","10979826","12294912","13799340","13295093","12292716","12127985","13360280","12518645","12144598","12566649","12538927","12937106","12170757","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Greenland","GRL","0","0","0","171","438","964","2052","4122","6481","8899","13521","15114","15882","19924","29749","39033","46480","53900","66400","55816","53468","57349","58742","59455","60400","60800","61000","NA","62232","62537","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Grenada","GRD","0","150","147","181","282","350","400","570","976","1410","2012","4300","6414","7553","42293","43313","46858","46193","51381","60022","114424","121946","120855","129912","133000","117151","119767","118973","113177","NA","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Guam","GUM","0","0","867","1301","1907","4098","4965","5803","5673","12837","20000","27200","32600","70500","79800","98000","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Guatemala","GTM","0","293","1221","2141","2990","10462","29999","43421","64194","111445","337800","856831","1146441","1577085","2034776","3168256","4510067","7178745","11897563","14948640","17307459","18067970","19479105","20787080","21716357","16911811","18121390","18264520","19986482","20467520","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Guinea","GIN","0","0","0","0","42","812","950","950","2868","21567","25182","42112","55670","90772","111500","154900","189000","NA","2000000","2750000","3489000","4000000","4860590","5584700","7436471","8683500","10764000","11110000","11700000","12013000","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Guinea-Bissau","GNB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1275","39451","98825","157330","296223","500156","560345","677365","732634","1049193","939909","1108297","1238493","1285835","1434822","1480491","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Guyana","GUY","0","0","0","841","1029","1251","1243","1200","1400","1454","2815","39830","75320","79400","137955","171656","281368","400000","538774","447769","488533","560397","528757","547047","555035","566905","542598","584659","643210","NA","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Haiti","HTI","0","0","0","0","0","0","0","0","0","10000","25000","55000","91500","140000","320000","400000","500200","1200000","2500000","3200000","3648000","4000000","4200000","6094947","7160200","6769312","7300000","6504010","6305862","6399044","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Honduras","HND","0","0","0","0","0","0","0","2311","14427","34896","78588","155271","237629","326508","379362","707201","1281462","2240756","4184834","6210711","8390755","9505071","8062229","7370034","7767235","7725092","8048388","7832802","8233499","7588554","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Hong Kong SAR, China","HKG","89193","133912","189664","233324","290843","484823","798373","1361861","2229862","3174369","4275048","5447346","5776360","6395725","7349202","8213959","8544255","9444140","10751622","11580149","12597171","13793729","15292924","16387536","16973133","16959455","16724440","17584969","18394762","19901856","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Hungary","HUN","0","2645","8477","23292","45712","143000","265000","473100","705786","1070154","1628153","3076279","4967430","6886111","7944586","8727188","9320000","9965720","11029930","12224163","11792475","12011823","11689937","11579425","11590326","11726491","9900582","9952001","9945037","10041939","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Iceland","ISL","7893","10010","12889","15251","17409","21845","30883","46805","65368","104280","172614","214896","248131","260438","279670","290068","283108","301922","326098","336922","339715","341077","344085","352114","356264","370047","383919","401613","410662","424720","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","India","IND","0","0","0","0","0","0","76680","327967","881839","1195400","1884311","3577095","6540000","13000000","33690000","52220000","90140000","166050000","233620000","346890000","525090000","752190000","893862478","864720917","886304245","944008677","1001056000","1127809000","1168902277","1176021869","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Indonesia","IDN","12928","18096","24528","35546","53438","78024","210643","562517","916173","1065820","2220969","3669327","6520947","11700000","18495251","30336607","46909972","63803015","93386881","140578243","163676961","211290235","249805619","281963665","313226914","325582819","338948340","385573398","435193605","319434605","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Iran, Islamic Rep.","IRN","0","0","0","0","0","9200","15902","59967","238942","389974","490478","962595","2087353","2279143","3449876","5075678","8510513","15385289","29770000","43000000","52555000","54051764","56043006","58157539","65246219","68891151","74218815","80520249","87046953","88722442","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Iraq","IRQ","0","0","0","0","0","0","0","0","0","0","0","0","0","20000","80000","574000","1533000","9345371","14021232","17529000","20116876","23264408","25519000","26756000","32450000","33000000","33559000","33447000","33415690","36527353","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Ireland","IRL","13579","25000","32000","44000","61100","88000","158000","288600","545000","946000","1677000","2461000","2970000","3000000","3500000","3860000","4270000","4690135","4970719","5048127","4704497","4701474","4906352","5013676","4880792","4912620","4902009","4875116","4898872","4971493","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Isle of Man","IMN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Israel","ISR","NA","15240","23000","36104","64484","133425","445456","1047582","1672442","2147000","2880000","4400000","5500621","6300008","6618367","7221955","7757000","8403765","8902000","8982000","9022000","9111000","9200000","9225000","9500000","9500000","10570000","10570000","10540000","10700000","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Italy","ITA","66070","266000","568000","783000","1207175","2240000","3923000","6422000","11737904","20489000","30296000","42246000","51246000","54200000","56770000","62750000","71500000","80418000","89801000","90341000","90032886","93666088","96040913","97188624","96863107","89914609","87691238","85955905","83871543","83342486","NA"
